PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/SIL/26/00389,TRIVEDI INDUSTRIES,2025-08-02,NAN,,500.0,,No Receipt,NaT
PO/SIL/26/00390,DHARMIN ENTERPRISE,2025-08-02,PPR/SIL/26/1098,2025-08-28,0.0,26.0,>15 days,2025-08
PO/SIL/26/00391,AMAR INDUSTRIES - SL,2025-08-02,PPR/SIL/26/0957,2025-08-06,1200.0,4.0,≤15 days,2025-08
PO/SIL/26/00392,JAYESH INDUSTRIES,2025-08-02,PPR/SIL/26/1088,2025-08-26,427.0,24.0,>15 days,2025-08
PO/SIL/26/00393,Angel Enterprise,2025-08-02,PPR/SIL/26/1009,2025-08-13,0.0,11.0,≤15 days,2025-08
PO/SIL/26/00394,P.P.ASSEMBLING,2025-08-02,PPR/SIL/26/1049,2025-08-22,0.0,20.0,>15 days,2025-08
PO/SIL/26/00395,ARIHANT INDUSTRIES,2025-08-02,PPR/SIL/26/1101,2025-08-28,2000.0,26.0,>15 days,2025-08
PO/SIL/26/00396,JAI AMBE ENTERPRISE,2025-08-02,PPR/SIL/26/1086,2025-08-26,0.0,24.0,>15 days,2025-08
PO/SIL/26/00397,RAJAN ELETRICALS,2025-08-02,PPR/SIL/26/1120,2025-09-01,7600.0,30.0,>15 days,2025-09
PO/SIL/26/00398,PRITAM CERAMICS,2025-08-02,PPR/SIL/26/0947,2025-08-06,0.0,4.0,≤15 days,2025-08
PO/SIL/26/00399,Vardan Enterprises,2025-08-02,PPR/SIL/26/0980,2025-08-11,0.0,9.0,≤15 days,2025-08
PO/SIL/26/00400,PACKAGING POINT,2025-08-02,PPR/SIL/26/0924,2025-08-02,0.0,0.0,≤15 days,2025-08
PO/SIL/26/00401,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-07-31,PPR/SIL/26/0940,2025-08-12,0.0,12.0,≤15 days,2025-08
PO/SIL/26/00402,SHREEDUTT INDUSTRIES,2025-07-31,PPR/SIL/26/1829,2025-10-10,7050.0,71.0,>15 days,2025-10
PO/SIL/26/00403,DHARMIN ENTERPRISE,2025-07-31,PPR/SIL/26/0898,2025-07-31,30.0,0.0,≤15 days,2025-07
PO/SIL/26/00404,Earth Poly Pack,2025-08-04,PPR/SIL/26/0958,2025-08-07,0.0,3.0,≤15 days,2025-08
PO/SIL/26/00405,Deon Tapes Industries Private Limited,2025-08-04,PPR/SIL/26/1613,2025-09-27,0.0,54.0,>15 days,2025-09
PO/SIL/26/00406,LIBESH ENGINEERING WORKS,2025-08-04,PPR/SIL/26/0992,2025-08-13,0.0,9.0,≤15 days,2025-08
PO/SIL/26/00407,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-08-06,PPR/SIL/26/1386,2025-09-19,14595.0,44.0,>15 days,2025-09
PO/SIL/26/00408,PARTHIV PLASTIC IND,2025-07-31,PPR/SIL/26/1135,2025-09-03,0.0,34.0,>15 days,2025-09
PO/SIL/26/00409,HARIA METALS,2025-08-07,NAN,,270.0,,No Receipt,NaT
PO/SIL/26/00410,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-08-07,PPR/SIL/26/0930,2025-08-08,0.0,1.0,≤15 days,2025-08
PO/SIL/26/00411,PRINT LINE,2025-08-13,PPR/SIL/26/0988,2025-08-05,0.0,-8.0,No Receipt,2025-08
PO/SIL/26/00412,Venus Industries,2025-08-13,PPR/SIL/26/1057,2025-08-25,0.0,12.0,≤15 days,2025-08
PO/SIL/26/00413,Gyanesh Print And Pack,2025-08-15,PPR/SIL/26/1052,2025-08-25,0.0,10.0,≤15 days,2025-08
PO/SIL/26/00414,SUN LABEL MANUFACTURING,2025-08-15,PPR/SIL/26/1093,2025-08-26,0.0,11.0,≤15 days,2025-08
PO/SIL/26/00415,ACN PLASTIC,2025-08-18,PPR/SIL/26/1029,2025-08-20,0.0,2.0,≤15 days,2025-08
PO/SIL/26/00416,ARIHANT INDUSTRIES,2025-08-22,PPR/SIL/26/1102,2025-08-28,0.0,6.0,≤15 days,2025-08
PO/SIL/26/00417,PRINT LINE,2025-08-22,PPR/SIL/26/1117,2025-09-01,20700.0,10.0,≤15 days,2025-09
PO/SIL/26/00418,ASHOK DIES WORKS,2025-08-22,PPR/SIL/26/1082,2025-08-26,0.0,4.0,≤15 days,2025-08
PO/SIL/26/00419,SULOCHANA ORGANIC (P) LTD,2025-08-22,PPR/SIL/26/1150,2025-09-08,1750.0,17.0,>15 days,2025-09
PO/SIL/26/00420,EKAKSH POLYMERS,2025-08-22,PPR/SIL/26/1163,2025-09-09,25.0,18.0,>15 days,2025-09
PO/SIL/26/00421,DHARMIN ENTERPRISE,2025-08-22,PPR/SIL/26/1727,2025-10-04,0.0,43.0,>15 days,2025-10
PO/SIL/26/00422,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-08-28,PPR/SIL/26/1869,2025-10-13,0.0,46.0,>15 days,2025-10
PO/SIL/26/00423,Deon Tapes Industries Private Limited,2025-09-01,PPR/SIL/26/1316,2025-09-16,0.0,15.0,≤15 days,2025-09
PO/SIL/26/00424,HARIA METALS,2025-09-01,PPR/SIL/26/1692,2025-10-03,1091.4,32.0,>15 days,2025-10
PO/SIL/26/00425,Venus Industries,2025-09-01,PPR/SIL/26/1694,2025-10-03,0.0,32.0,>15 days,2025-10
PO/SIL/26/00426,BHAGYODAY PRODUCTS,2025-09-01,PPR/SIL/26/1435,2025-09-20,0.0,19.0,>15 days,2025-09
PO/SIL/26/00427,BNB ENTERPRISE,2025-09-01,PPR/SIL/26/1693,2025-10-03,0.0,32.0,>15 days,2025-10
PO/SIL/26/00428,Veda Excom Pvt Ltd,2025-09-01,PPR/SIL/26/1280,2025-09-12,0.0,11.0,≤15 days,2025-09
PO/SIL/26/00429,HITECH SCREWS and RIVETS,2025-09-01,PPR/SIL/26/1361,2025-09-18,0.0,17.0,>15 days,2025-09
PO/SIL/26/00430,RAJESHREE INDUSTRIES,2025-09-01,PPR/SIL/26/1635,2025-09-29,500.0,28.0,>15 days,2025-09
PO/SIL/26/00431,DEVANSH ENTERPRISES,2025-09-01,PPR/SIL/26/1172,2025-09-09,0.0,8.0,≤15 days,2025-09
PO/SIL/26/00432,SADGURU INDUSTRIES,2025-09-01,PPR/SIL/26/1273,2025-09-15,0.0,14.0,≤15 days,2025-09
PO/SIL/26/00433,ASHOK DIES WORKS,2025-09-01,PPR/SIL/26/1251,2025-09-12,0.0,11.0,≤15 days,2025-09
PO/SIL/26/00434,OM INDUSTRIES-NEW,2025-09-01,PPR/SIL/26/1334,2025-09-17,0.0,16.0,>15 days,2025-09
PO/SIL/26/00435,ARCHANA ENTERPRISES,2025-09-01,PPR/SIL/26/1562,2025-09-25,0.0,24.0,>15 days,2025-09
PO/SIL/26/00436,PRAGATI ENTERPRISES,2025-09-01,PPR/SIL/26/1353,2025-09-16,0.0,15.0,≤15 days,2025-09
PO/SIL/26/00437,MORYA ENTERPRISES,2025-09-01,NAN,,2000.0,,No Receipt,NaT
PO/SIL/26/00438,SHREEDUTT INDUSTRIES,2025-09-01,PPR/SIL/26/1660,2025-09-30,4600.0,29.0,>15 days,2025-09
PO/SIL/26/00439,TIRUPATI SALES CORPORATION,2025-09-01,PPR/SIL/26/1678,2025-10-01,0.0,30.0,>15 days,2025-10
PO/SIL/26/00440,PARTHIV PLASTIC IND,2025-09-01,PPR/SIL/26/1700,2025-10-03,240.0,32.0,>15 days,2025-10
PO/SIL/26/00441,HARI OM KIRANA STORE,2025-09-01,PPR/SIL/26/1762,2025-10-09,0.0,38.0,>15 days,2025-10
PO/SIL/26/00442,TANISHA ENTERPRISES,2025-09-01,PPR/SIL/26/1564,2025-09-25,40000.0,24.0,>15 days,2025-09
PO/SIL/26/00443,INDRAMANI ENTERPRISES,2025-09-01,PPR/SIL/26/1670,2025-09-30,98520.0,29.0,>15 days,2025-09
PO/SIL/26/00444,GIRI ENTERPRISES,2025-09-01,PPR/SIL/26/1395,2025-09-19,0.0,18.0,>15 days,2025-09
PO/SIL/26/00445,Neha Enterprises,2025-09-01,PPR/SIL/26/1173,2025-09-09,0.0,8.0,≤15 days,2025-09
PO/SIL/26/00446,Vardan Enterprises,2025-09-01,PPR/SIL/26/1225,2025-09-11,0.0,10.0,≤15 days,2025-09
PO/SIL/26/00447,AMAN SPRING PRODUCTS,2025-09-01,PPR/SIL/26/1227,2025-09-11,0.0,10.0,≤15 days,2025-09
PO/SIL/26/00448,G R INDUSTRIES,2025-09-01,PPR/SIL/26/1167,2025-09-08,0.0,7.0,≤15 days,2025-09
PO/SIL/26/00449,Gyanesh Print And Pack,2025-09-01,PPR/SIL/26/1679,2025-10-01,22094.0,30.0,>15 days,2025-10
PO/SIL/26/00450,SHREE BALAJI PRINTERS,2025-09-01,PPR/SIL/26/1471,2025-09-22,0.0,21.0,>15 days,2025-09
PO/SIL/26/00451,A.K.PACKAGING,2025-09-01,PPR/SIL/26/1545,2025-09-24,0.0,23.0,>15 days,2025-09
PO/SIL/26/00452,PERFECT PACKERS,2025-09-01,PPR/SIL/26/1636,2025-09-29,55333.0,28.0,>15 days,2025-09
PO/SIL/26/00453,MUKTA PACKAGING,2025-09-01,PPR/SIL/26/1673,2025-10-01,0.0,30.0,>15 days,2025-10
PO/SIL/26/00454,PRINT LINE,2025-09-01,PPR/SIL/26/2134,2025-10-30,240417.0,59.0,>15 days,2025-10
PO/SIL/26/00455,BHAUSAHEB B. PATIL,2025-09-01,PPR/SIL/26/1739,2025-10-07,0.0,36.0,>15 days,2025-10
PO/SIL/26/00456,Ramaya Packaging,2025-09-01,PPR/SIL/26/1171,2025-09-09,0.0,8.0,≤15 days,2025-09
PO/SIL/26/00457,WITCO POTTERIES,2025-09-01,PPR/SIL/26/1663,2025-09-30,113.0,29.0,>15 days,2025-09
PO/SIL/26/00458,SWAROOP CERAMIC,2025-09-01,PPR/SIL/26/2119,2025-10-29,3751.5,58.0,>15 days,2025-10
PO/SIL/26/00459,VENUS COLOURANTS,2025-09-01,PPR/SIL/26/1174,2025-09-09,0.0,8.0,≤15 days,2025-09
PO/SIL/26/00460,EKAKSH POLYMERS,2025-09-01,PPR/SIL/26/1472,2025-09-22,0.0,21.0,>15 days,2025-09
PO/SIL/26/00461,SULOCHANA ORGANIC (P) LTD,2025-09-01,PPR/SIL/26/1544,2025-09-24,150.0,23.0,>15 days,2025-09
PO/SIL/26/00462,SRI DURGE ENTERPRISES,2025-09-01,PPR/SIL/26/1179,2025-09-10,0.0,9.0,≤15 days,2025-09
PO/SIL/26/00463,TRIVEDI INDUSTRIES,2025-09-01,NAN,,500.0,,No Receipt,NaT
PO/SIL/26/00464,DHARMIN ENTERPRISE,2025-09-01,PPR/SIL/26/1546,2025-09-24,0.0,23.0,>15 days,2025-09
PO/SIL/26/00465,AMAR INDUSTRIES - SL,2025-09-01,PPR/SIL/26/1151,2025-09-01,1300.0,0.0,≤15 days,2025-09
PO/SIL/26/00466,JAYESH INDUSTRIES,2025-09-01,PPR/SIL/26/1925,2025-10-15,0.0,44.0,>15 days,2025-10
PO/SIL/26/00467,Angel Enterprise,2025-09-01,PPR/SIL/26/1278,2025-09-12,0.0,11.0,≤15 days,2025-09
PO/SIL/26/00468,MAA PLASTICS,2025-09-01,NAN,,50000.0,,No Receipt,NaT
PO/SIL/26/00469,P.P.ASSEMBLING,2025-09-01,PPR/SIL/26/1420,2025-09-20,0.0,19.0,>15 days,2025-09
PO/SIL/26/00470,Satish Brass Product,2025-09-01,PPR/SIL/26/1424,2025-09-20,20.0,19.0,>15 days,2025-09
PO/SIL/26/00471,NECTAR BRASS INDUSTRIES,2025-09-01,PPR/SIL/26/1277,2025-09-12,0.0,11.0,≤15 days,2025-09
PO/SIL/26/00472,VIMALNATH BRASS INDUSTRIES,2025-09-01,PPR/SIL/26/1282,2025-09-12,0.0,11.0,≤15 days,2025-09
PO/SIL/26/00473,ARIHANT INDUSTRIES,2025-09-01,PPR/SIL/26/2020,2025-10-16,5000.0,45.0,>15 days,2025-10
PO/SIL/26/00474,JAI AMBE ENTERPRISE,2025-09-01,PPR/SIL/26/1228,2025-09-11,0.0,10.0,≤15 days,2025-09
PO/SIL/26/00475,RAJAN ELETRICALS,2025-09-01,PPR/SIL/26/1674,2025-10-01,17400.0,30.0,>15 days,2025-10
PO/SIL/26/00476,PRITAM CERAMICS,2025-09-01,PPR/SIL/26/1931,2025-10-15,0.0,44.0,>15 days,2025-10
PO/SIL/26/00477,RIDDHI SIDDHI CORPORATION,2025-09-01,PPR/SIL/26/1312,2025-09-16,0.0,15.0,≤15 days,2025-09
PO/SIL/26/00478,KASAT PLASTIC,2025-09-01,PPR/SIL/26/1175,2025-09-09,0.0,8.0,≤15 days,2025-09
PO/SIL/26/00479,ACN PLASTIC,2025-09-01,PPR/SIL/26/1390,2025-09-20,0.0,19.0,>15 days,2025-09
PO/SIL/26/00480,LALIT TEST EQUIPMENTS,2025-09-03,PPR/SIL/26/1817,2025-10-04,0.0,31.0,>15 days,2025-10
PO/SIL/26/00481,GIRI ENTERPRISES,2025-08-31,PPR/SIL/26/1129,2025-09-01,0.0,1.0,≤15 days,2025-09
PO/SIL/26/00482,PARTHIV PLASTIC IND,2025-08-31,PPR/SIL/26/1134,2025-09-03,0.0,3.0,≤15 days,2025-09
PO/SIL/26/00483,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-09-05,PPR/SIL/26/2246,2025-11-01,139020.0,57.0,>15 days,2025-11
PO/SIL/26/00484,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-09-09,PPR/SIL/26/1142,2025-09-09,0.0,0.0,≤15 days,2025-09
PO/SIL/26/00485,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-09-13,PPR/SIL/26/1262,2025-09-12,0.0,-1.0,No Receipt,2025-09
PO/SIL/26/00486,EKAKSH POLYMERS,2025-09-16,PPR/SIL/26/2099,2025-10-24,0.0,38.0,>15 days,2025-10
PO/SIL/26/00487,SRI DURGE ENTERPRISES,2025-09-16,PPR/SIL/26/2100,2025-10-24,0.0,38.0,>15 days,2025-10
PO/SIL/26/00488,SULOCHANA ORGANIC (P) LTD,2025-09-16,PPR/SIL/26/1927,2025-10-15,6325.0,29.0,>15 days,2025-10
PO/SIL/26/00489,RIDDHI SIDDHI CORPORATION,2025-09-16,PPR/SIL/26/1517,2025-09-23,0.0,7.0,≤15 days,2025-09
PO/SIL/26/00490,ACN PLASTIC,2025-09-16,PPR/SIL/26/1671,2025-10-01,0.0,15.0,≤15 days,2025-10
PO/SIL/26/00491,PARTHIV PLASTIC IND,2025-09-16,PPR/SIL/26/1699,2025-10-03,2000.0,17.0,>15 days,2025-10
PO/SIL/26/00492,PRINTSOUK,2025-09-16,PPR/SIL/26/2132,2025-10-30,0.0,44.0,>15 days,2025-10
PO/SIL/26/00493,PRINT LINE,2025-09-16,PPR/SIL/26/1816,2025-10-01,4800.0,15.0,≤15 days,2025-10
PO/SIL/26/00494,VENUS COLOURANTS,2025-09-16,PPR/SIL/26/1396,2025-09-19,0.0,3.0,≤15 days,2025-09
PO/SIL/26/00495,Chitra Industries,2025-09-22,PPR/SIL/26/2111,2025-10-18,0.0,26.0,>15 days,2025-10
PO/SIL/26/00496,BHAGYODAY PRODUCTS,2025-09-18,PPR/SIL/26/1685,2025-10-03,1572.2,15.0,≤15 days,2025-10
PO/SIL/26/00497,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-09-19,PPR/SIL/26/1388,2025-09-19,0.0,0.0,≤15 days,2025-09
PO/SIL/26/00498,HARIA METALS,2025-09-19,PPR/SIL/26/1691,2025-10-03,1058.0,14.0,≤15 days,2025-10
PO/SIL/26/00499,BHAGYODAY PRODUCTS,2025-09-19,NAN,,228.0,,No Receipt,NaT
PO/SIL/26/00500,RAJESHREE INDUSTRIES,2025-09-19,NAN,,14000.0,,No Receipt,NaT
PO/SIL/26/00501,INDRAMANI ENTERPRISES,2025-09-19,PPR/SIL/26/2105,2025-10-27,142600.0,38.0,>15 days,2025-10
PO/SIL/26/00502,GIRI ENTERPRISES,2025-09-19,NAN,,150000.0,,No Receipt,NaT
PO/SIL/26/00503,Neha Enterprises,2025-09-19,NAN,,15000.0,,No Receipt,NaT
PO/SIL/26/00504,PARTHIV PLASTIC IND,2025-09-19,PPR/SIL/26/1417,2025-09-20,200000.0,1.0,≤15 days,2025-09
PO/SIL/26/00505,SHREE BALAJI PRINTERS,2025-09-19,PPR/SIL/26/1470,2025-09-22,50000.0,3.0,≤15 days,2025-09
PO/SIL/26/00506,Gyanesh Print And Pack,2025-09-19,NAN,,500.0,,No Receipt,NaT
PO/SIL/26/00507,A.K.PACKAGING,2025-09-19,NAN,,70000.0,,No Receipt,NaT
PO/SIL/26/00508,PERFECT PACKERS,2025-09-19,NAN,,10000.0,,No Receipt,NaT
PO/SIL/26/00509,MUKTA PACKAGING,2025-09-19,NAN,,65000.0,,No Receipt,NaT
PO/SIL/26/00510,PRINT LINE,2025-09-19,PPR/SIL/26/1631,2025-09-29,146350.0,10.0,≤15 days,2025-09
PO/SIL/26/00511,WITCO POTTERIES,2025-09-19,NAN,,100.0,,No Receipt,NaT
PO/SIL/26/00512,SWAROOP CERAMIC,2025-09-19,NAN,,350.0,,No Receipt,NaT
PO/SIL/26/00513,EKAKSH POLYMERS,2025-09-19,NAN,,0.0,,No Receipt,NaT
PO/SIL/26/00514,DHARMIN ENTERPRISE,2025-09-19,PPR/SIL/26/1651,2025-09-29,3500.0,10.0,≤15 days,2025-09
PO/SIL/26/00515,Venus Industries,2025-09-19,PPR/SIL/26/1695,2025-10-03,0.0,14.0,≤15 days,2025-10
PO/SIL/26/00516,NECTAR BRASS INDUSTRIES,2025-09-19,NAN,,500.0,,No Receipt,NaT
PO/SIL/26/00517,P.P.ASSEMBLING,2025-09-19,NAN,,200.0,,No Receipt,NaT
PO/SIL/26/00518,ARIHANT INDUSTRIES,2025-09-19,PPR/SIL/26/1648,2025-09-26,0.0,7.0,≤15 days,2025-09
PO/SIL/26/00519,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-09-22,PPR/SIL/26/1914,2025-10-14,0.0,22.0,>15 days,2025-10
PO/SIL/26/00520,Mukund Jain enterprises,2025-10-01,PPR/SIL/26/2142,2025-10-30,0.0,29.0,>15 days,2025-10
PO/SIL/26/00521,ACN PLASTIC,2025-09-22,PPR/SIL/26/1757,2025-10-08,0.0,16.0,>15 days,2025-10
PO/SIL/26/00522,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-10-01,PPR/SIL/26/2245,2025-11-01,102394.0,31.0,>15 days,2025-11
PO/SIL/26/00523,SHRI RAM PETRO TRADE PRIVATE LIMITED,2025-10-01,PPR/SIL/26/1771,2025-10-08,0.0,7.0,≤15 days,2025-10
PO/SIL/26/00524,ACN PLASTIC,2025-10-01,PPR/SIL/26/1872,2025-10-13,0.0,12.0,≤15 days,2025-10
PO/SIL/26/00525,RUPAL PLASTICS PVT LTD,2025-10-01,PPR/SIL/26/1730,2025-10-06,0.0,5.0,≤15 days,2025-10
PO/SIL/26/00526,HARIA METALS,2025-10-01,PPR/SIL/26/2421,2025-11-11,1156.2,41.0,>15 days,2025-11
PO/SIL/26/00527,Venus Industries,2025-10-01,PPR/SIL/26/1850,2025-10-11,7.3,10.0,≤15 days,2025-10
PO/SIL/26/00528,BHAGYODAY PRODUCTS,2025-10-01,PPR/SIL/26/2422,2025-11-11,0.0,41.0,>15 days,2025-11
PO/SIL/26/00529,BNB ENTERPRISE,2025-10-01,PPR/SIL/26/2147,2025-10-29,300.0,28.0,>15 days,2025-10
PO/SIL/26/00530,HITECH SCREWS and RIVETS,2025-10-01,PPR/SIL/26/2120,2025-10-28,35.0,27.0,>15 days,2025-10
PO/SIL/26/00531,P.P.ASSEMBLING,2025-10-01,PPR/SIL/26/2130,2025-10-30,5.0,29.0,>15 days,2025-10
PO/SIL/26/00532,RAJESHREE INDUSTRIES,2025-10-01,PPR/SIL/26/2365,2025-11-05,1530.0,35.0,>15 days,2025-11
PO/SIL/26/00533,DEVANSH ENTERPRISES,2025-10-01,PPR/SIL/26/1825,2025-10-10,0.0,9.0,≤15 days,2025-10
PO/SIL/26/00534,SADGURU INDUSTRIES,2025-10-01,PPR/SIL/26/1929,2025-10-15,0.0,14.0,≤15 days,2025-10
PO/SIL/26/00535,ASHOK DIES WORKS,2025-10-01,PPR/SIL/26/1930,2025-10-15,0.0,14.0,≤15 days,2025-10
PO/SIL/26/00536,OM INDUSTRIES-NEW,2025-10-01,PPR/SIL/26/1947,2025-10-15,0.0,14.0,≤15 days,2025-10
PO/SIL/26/00537,PRAGATI ENTERPRISES,2025-10-01,PPR/SIL/26/1823,2025-10-10,0.0,9.0,≤15 days,2025-10
PO/SIL/26/00538,MORYA ENTERPRISES,2025-10-01,PPR/SIL/26/2191,2025-10-31,3400.0,30.0,>15 days,2025-10
PO/SIL/26/00539,SHREEDUTT INDUSTRIES,2025-10-01,PPR/SIL/26/2176,2025-10-31,0.0,30.0,>15 days,2025-10
PO/SIL/26/00540,HARI OM KIRANA STORE,2025-10-01,PPR/SIL/26/2244,2025-11-02,0.0,32.0,>15 days,2025-11
PO/SIL/26/00541,Manoj Enterprises,2025-10-01,PPR/SIL/26/1735,2025-10-06,0.0,5.0,≤15 days,2025-10
PO/SIL/26/00542,INDRAMANI ENTERPRISES,2025-10-01,PPR/SIL/26/2208,2025-10-31,0.0,30.0,>15 days,2025-10
PO/SIL/26/00543,GIRI ENTERPRISES,2025-10-01,PPR/SIL/26/1876,2025-10-13,16000.0,12.0,≤15 days,2025-10
PO/SIL/26/00544,PARTHIV PLASTIC IND,2025-10-01,PPR/SIL/26/2270,2025-11-02,432.0,32.0,>15 days,2025-11
PO/SIL/26/00545,TANISHA ENTERPRISES,2025-10-01,PPR/SIL/26/2231,2025-10-31,0.0,30.0,>15 days,2025-10
PO/SIL/26/00546,Neha Enterprises,2025-10-01,PPR/SIL/26/2027,2025-10-17,0.0,16.0,>15 days,2025-10
PO/SIL/26/00547,SHREE BALAJI PRINTERS,2025-10-01,PPR/SIL/26/2126,2025-10-29,0.0,28.0,>15 days,2025-10
PO/SIL/26/00548,Vardan Enterprises,2025-10-01,PPR/SIL/26/1832,2025-10-10,0.0,9.0,≤15 days,2025-10
PO/SIL/26/00549,AMAN SPRING PRODUCTS,2025-10-01,PPR/SIL/26/1824,2025-10-10,0.0,9.0,≤15 days,2025-10
PO/SIL/26/00550,G R INDUSTRIES,2025-10-01,PPR/SIL/26/1764,2025-10-08,0.0,7.0,≤15 days,2025-10
PO/SIL/26/00551,GYANESH PACKAGING,2025-10-01,PPR/SIL/26/2016,2025-10-17,100.0,16.0,>15 days,2025-10
PO/SIL/26/00552,Kuloday Compu Forms,2025-10-01,NAN,,75000.0,,No Receipt,NaT
PO/SIL/26/00553,A.K.PACKAGING,2025-10-01,PPR/SIL/26/2103,2025-10-25,15088.0,24.0,>15 days,2025-10
PO/SIL/26/00554,PERFECT PACKERS,2025-10-01,PPR/SIL/26/2188,2025-10-31,2560.0,30.0,>15 days,2025-10
PO/SIL/26/00555,MUKTA PACKAGING,2025-10-01,PPR/SIL/26/2190,2025-10-31,2000.0,30.0,>15 days,2025-10
PO/SIL/26/00556,PRINT LINE,2025-10-01,PPR/SIL/26/2395,2025-11-10,133960.0,40.0,>15 days,2025-11
PO/SIL/26/00557,BHAUSAHEB B. PATIL,2025-10-01,PPR/SIL/26/2335,2025-11-05,160.0,35.0,>15 days,2025-11
PO/SIL/26/00558,Earth Poly Pack,2025-10-01,PPR/SIL/26/1728,2025-10-04,0.0,3.0,≤15 days,2025-10
PO/SIL/26/00559,Ramaya Packaging,2025-10-01,PPR/SIL/26/1734,2025-10-06,0.0,5.0,≤15 days,2025-10
PO/SIL/26/00560,WITCO POTTERIES,2025-10-01,PPR/SIL/26/2125,2025-10-29,113.0,28.0,>15 days,2025-10
PO/SIL/26/00561,SWAROOP CERAMIC,2025-10-01,NAN,,16850.0,,No Receipt,NaT
PO/SIL/26/00562,VENUS COLOURANTS,2025-10-01,PPR/SIL/26/1737,2025-10-06,0.25,5.0,≤15 days,2025-10
PO/SIL/26/00563,DHARMIN ENTERPRISE,2025-10-01,PPR/SIL/26/1937,2025-10-15,0.0,14.0,≤15 days,2025-10
PO/SIL/26/00564,AMAR INDUSTRIES - SL,2025-10-01,PPR/SIL/26/2185,2025-10-31,931.0,30.0,>15 days,2025-10
PO/SIL/26/00565,JAYESH INDUSTRIES,2025-10-01,PPR/SIL/26/1873,2025-10-13,0.0,12.0,≤15 days,2025-10
PO/SIL/26/00566,Angel Enterprise,2025-10-01,PPR/SIL/26/1856,2025-10-11,0.0,10.0,≤15 days,2025-10
PO/SIL/26/00567,Satish Brass Product,2025-10-01,PPR/SIL/26/2144,2025-10-29,20.0,28.0,>15 days,2025-10
PO/SIL/26/00568,NECTAR BRASS INDUSTRIES,2025-10-01,PPR/SIL/26/1854,2025-10-11,0.0,10.0,≤15 days,2025-10
PO/SIL/26/00569,ARIHANT INDUSTRIES,2025-10-01,PPR/SIL/26/2019,2025-10-16,5000.0,15.0,≤15 days,2025-10
PO/SIL/26/00570,JAI AMBE ENTERPRISE,2025-10-01,PPR/SIL/26/1733,2025-10-06,0.0,5.0,≤15 days,2025-10
PO/SIL/26/00571,RAJAN ELETRICALS,2025-10-01,PPR/SIL/26/2203,2025-10-31,0.0,30.0,>15 days,2025-10
PO/SIL/26/00572,ARCHANA ENTERPRISES,2025-10-01,PPR/SIL/26/2024,2025-10-17,0.0,16.0,>15 days,2025-10
PO/SIL/26/00573,PRITAM CERAMICS,2025-10-01,PPR/SIL/26/2124,2025-10-29,91.0,28.0,>15 days,2025-10
PO/SIL/26/00574,Gyanesh Print And Pack,2025-10-01,PPR/SIL/26/2333,2025-11-08,3069.0,38.0,>15 days,2025-11
PO/SIL/26/00575,Deon Tapes Industries Private Limited,2025-10-01,PPR/SIL/26/2268,2025-11-06,3600.0,36.0,>15 days,2025-11
PO/SIL/26/00576,PARTHIV PLASTIC IND,2025-09-30,PPR/SIL/26/1684,2025-10-03,1150.0,3.0,≤15 days,2025-10
PO/SIL/26/00577,G.KHANNA and CO.,2025-10-03,PPR/SIL/26/2021,2025-10-17,0.0,14.0,≤15 days,2025-10
PO/SIL/26/00578,PARTHIV PLASTIC IND,2025-09-30,PPR/SIL/26/1698,2025-10-03,0.0,3.0,≤15 days,2025-10
PO/SIL/26/00579,RAYLENSE OPTO ELECTRONICS INDUSTRIES PRIVATE LIMITED,2025-10-07,PPR/SIL/26/1885,2025-10-14,0.0,7.0,≤15 days,2025-10
PO/SIL/26/00580,Gyanesh Print And Pack,2025-10-07,PPR/SIL/26/2159,2025-10-25,0.0,18.0,>15 days,2025-10
PO/SIL/26/00581,Ramaya Packaging,2025-10-07,NAN,,0.0,,No Receipt,NaT
PO/SIL/26/00582,Chitra Industries,2025-11-01,PPR/SIL/26/2110,2025-10-18,0.0,-14.0,No Receipt,2025-10
PO/SIL/26/00583,Chitra Industries,2025-11-01,PPR/SIL/26/2109,2025-10-18,0.0,-14.0,No Receipt,2025-10
PO/SIL/26/00584,nan,2025-10-11,NAN,,0.0,,No Receipt,NaT
PO/SIL/26/00585,QUALITYZ PACKAGING SOLUTIONS,2025-10-14,PPR/SIL/26/2018,2025-10-17,0.0,3.0,≤15 days,2025-10
