Document Type,PO_No,Buy-from Vendor No.,Pay-to Vendor No.,Pay-to Name,Pay-to Name 2,Pay-to Address,Pay-to Address 2,Pay-to City,Pay-to Contact,Your Reference,Ship-to Code,Ship-to Name,Ship-to Name 2,Ship-to Address,Ship-to Address 2,Ship-to City,Ship-to Contact,Order_Date,Posting Date,Expected Receipt Date,Posting Description,Payment Terms Code,Due Date,Payment Discount %,Pmt. Discount Date,Shipment Method Code,Location Code,Shortcut Dimension 1 Code,Shortcut Dimension 2 Code,Vendor Posting Group,Currency Code,Currency Factor,Prices Including VAT,Invoice Disc. Code,Language Code,Format Region,Purchaser Code,Order Class,No. Printed,On Hold,Applies-to Doc. Type,Applies-to Doc. No.,Bal. Account No.,Receive,Invoice,Print Posted Documents,Receiving No.,Posting No.,Last_Receiving_No,Last Posting No.,Vendor Order No.,Vendor Shipment No.,Vendor Invoice No.,Vendor Cr. Memo No.,VAT Registration No.,Sell-to Customer No.,Reason Code,Gen. Bus. Posting Group,Transaction Nature Code,Transport Method,VAT Country/Region Code,Vendor,Buy-from Vendor Name 2,Buy-from Address,Buy-from Address 2,Buy-from City,Buy-from Contact,Pay-to Postcode,Pay-to County,Pay-to Country/Region Code,Buy-from Postcode,Buy-from County,Buy-from Country/Region Code,Ship-to Postcode,Ship-to County,Ship-to Country/Region Code,Bal. Account Type,Order Address Code,Entry Point,Correction,Document Date,Area,Transaction Specification,Payment Method Code,No. Series,Posting No. Series,Receiving No. Series,VAT Area Code,VAT Liable,VAT Bus. Posting Group,Applies-to ID,VAT Base Discount %,Status,Invoice Discount Calculation,Invoice Discount Value,Send IC Document,IC Status,Buy-from IC Partner Code,Pay-to IC Partner Code,IC Reference Document No.,IC Direction,Prepayment No.,Last Prepayment No.,Prepmt. Cr. Memo No.,Last Prepmt. Cr. Memo No.,Prepayment %,Prepayment No. Series,Compress Prepayment,Prepayment Due Date,Prepmt. Cr. Memo No. Series,Prepmt. Posting Description,Prepmt. Pmt. Discount Date,Prepmt. Payment Terms Code,Prepmt. Payment Discount %,Quote No.,Job Queue Status,Job Queue Entry ID,Incoming Document Entry No.,Creditor No.,Payment Reference,Invoice Received Date,Journal Template Name,VAT Date,Ship-to Phone No.,Dimension Set ID,Remit-to Code,Doc. No. Occurrence,Campaign No.,Buy-from Contact No.,Pay-to Contact No.,Responsibility Centre,Posting from Whse. Ref.,Requested Receipt Date,Promised Receipt Date,Lead Time Calculation,Inbound Whse. Handling Time,Vendor Authorisation No.,Return Shipment No.,Return Shipment No. Series,Ship,Last Return Shipment No.,E-Document Link,Price Calculation Method,Recurring Billing,Assigned User ID,Doc. Amount Incl. VAT,Doc. Amount VAT,Nature of Supply,GST Vendor Type,Associated Enterprises,Invoice Type,GST Inv. Rounding Precision,GST Inv. Rounding Type,Supply Finish Date,Payment Date,Rate Change Applicable,GST Reason Type,GST Input Service Distribution,RCM Exempt,GST Order Address State,Vendor GST Reg. No.,Location State Code,Location GST Reg. No.,Order Address GST Reg. No.,Bill to-Location(POS),Vehicle No.,Shipping Agent Code,Shipping Agent Service Code,Distance (Km),Vehicle Type,Reference Invoice No.,Without Bill Of Entry,E-Way Bill No.,POS as Vendor State,POS Out Of India,Bill of Entry No.,Bill of Entry Date,GST Invoice,Bill of Entry Value,Trading,Subcontracting,Subcon. Order No.,Subcon. Order Line No.,SubConPostLine,Subcon. Multiple Receipt,State,Charge Group Code,Third Party,Charge Refernce Invoice No.,Include GST in TDS Base,Short Closed,Short Close Reason Code,Cancel Reason Code,Cancelled,Order Type,Quote Compare No.,RFQ No.,RFQ Date,IndentNo,Remarks,Large Text,Receipt_Date,Days_To_Receive,SLA_Status,Month,Quarter,Within_SLA_Pct
Order,PO/VAS/26/00478,SRP-1194,SRP-1194,SHRI RAM PETRO TRADE PRIVATE LIMITED,,"SUIT 309, 3RD FLOOR, CORPORATE AVENUENR. ",". UDYOG BHAVANONAWALA ROAD, GOREGAON (EAST)",Goregaon (East),,,,NAVKAR ELECTRICALS,,"Aark Ruby (Kalpvrux Building ),Gala No.104,1st floor, Chinch Pada,Opp.Narayan Industrialestate",,Vasai (East),,2025-10-30,,2025-11-02,Order PO/VAS/26/00478,C006,2025-12-29,0,2025-10-30,,LF-VAS-006,LF-VAS-006,,RM,,0,False,SRP-1194,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01940,,,,SP2025263016,,,C-000032,,DOMESTIC,,,IN,SHRI RAM PETRO TRADE PRIVATE LIMITED,,"SUIT 309, 3RD FLOOR, CORPORATE AVENUENR. ",". UDYOG BHAVANONAWALA ROAD, GOREGAON (EAST)",Goregaon (East),,400063.0,,IN,400063.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-30,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-12-29,,,2025-10-30,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-11-07,,2025-11-07,7710005282.0,33.0,,1,,CT005683,CT005683,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AATCS5814Q1ZC,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-11-07,8,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00479,RUP-1122,RUP-1122,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,,,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,2025-10-27,,2025-10-31,Order PO/VAS/26/00479,C006,2025-12-26,0,2025-10-27,,LF-VAS-006,LF-VAS-006,,RM,,0,False,RUP-1122,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01819,,,,GST/4822/25-26,,,C-000001,,DOMESTIC,,,IN,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,421302.0,,IN,421302.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-27,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-12-26,,,2025-10-27,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-27,,2025-10-28,9325343132.0,33.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAACR2571E1ZL,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-28,1,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00480,RUP-1122,RUP-1122,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,,,MEHTA AND COMPANY,,"B-3 SUNCREST PARK ,S.NO.65,H NO.2 & 3BHABOLA CHULNA,SUYOG NAGARVASAI WEST,PALGHAR",,Palghar,Anand Bhai,2025-10-27,,2025-10-31,Order PO/VAS/26/00480,C006,2025-12-26,0,2025-10-27,,LF-VAS-006,LF-VAS-006,,RM,,0,False,RUP-1122,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01834,,,,GST/4811/25-26,,,C-000008,,DOMESTIC,,,IN,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,421302.0,,IN,421302.0,,IN,401202.0,IN,IN,G/L Account,,,False,2025-10-27,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-12-26,,,2025-10-27,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-28,,2025-10-29,9820091854.0,33.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAACR2571E1ZL,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-29,2,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00481,GKH-0811,GKH-0811,G.KHANNA and CO.,,"305, Sterling Industrial EstateNext to Spectra Motors ",RAMCHANDRA LANEKanch Pada Malad (W),Malad (west),,,,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,2025-10-27,,2025-10-31,Order PO/VAS/26/00481,C004,2025-11-26,0,2025-10-27,,LF-VAS-006,LF-VAS-006,,RM,,0,False,GKH-0811,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01828,,,,GKP/01414/25-26,,,C-000001,,DOMESTIC,,,IN,G.KHANNA and CO.,,"305, Sterling Industrial EstateNext to Spectra Motors ",RAMCHANDRA LANEKanch Pada Malad (W),Malad (west),,400064.0,,IN,400064.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-27,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-11-26,,,2025-10-27,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-28,,2025-10-29,9325343132.0,33.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAXFG8076F1ZP,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-29,2,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00482,ACN-0643,ACN-0643,ACN PLASTIC,,"Gala No 3, Mafatlal Compound, S.No. 43Village Waliv, Vasai East",,Vasai (East),,,,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,2025-10-27,,2025-10-17,Order PO/VAS/26/00482,C004,2025-12-12,0,2025-11-12,,LF-VAS-006,LF-VAS-006,,RM,,0,False,ACN-0643,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01993,,,,AP/0081/25-26,,,C-000001,,DOMESTIC,,,IN,ACN PLASTIC,,"Gala No 3, Mafatlal Compound, S.No. 43Village Waliv, Vasai East",,Vasai (East),,401208.0,,IN,401208.0,,IN,401208.0,,IN,G/L Account,,,False,2025-11-12,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-12-12,,,2025-11-12,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-11-12,,2025-11-12,9325343132.0,33.0,,1,,CT000422,CT000422,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AFWPC5486P1ZE,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-11-12,16,Late,2025-10,2025Q4,52.6
Order,PO/VAS/26/00483,ACN-0643,ACN-0643,ACN PLASTIC,,"Gala No 3, Mafatlal Compound, S.No. 43Village Waliv, Vasai East",,Vasai (East),,,,PM CONA Industries Pvt Ltd,,"Unit No-6, Bldg No-2, Aman Paradise, S.No-40/1","Opp. Gavdevi Temple Village, Village-Sativali",Vasai(East),Janardan Mourya,2025-10-18,,,Order PO/VAS/26/00483,C004,2025-11-17,0,2025-10-18,,LF-VAS-006,LF-VAS-006,,RM,,0,False,ACN-0643,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01796,,,,AP/0068/25-26,,,,,DOMESTIC,,,IN,ACN PLASTIC,,"Gala No 3, Mafatlal Compound, S.No. 43Village Waliv, Vasai East",,Vasai (East),,401208.0,,IN,401208.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-18,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-11-17,,,2025-10-18,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-18,,2025-10-18,8652144144.0,33.0,,1,,CT000422,CT000422,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AFWPC5486P1ZE,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-18,0,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00488,RAJ-427,RAJ-427,RAJAN ELETRICALS,,Shop no. 8 Rama yadav chawl no. 3Ak road naupada,marol naka Near lalit hotel andheri East,Mumbai,,,,PM CONA Industries Pvt Ltd,,"Unit No-6, Bldg No-2, Aman Paradise, S.No-40/1","Opp. Gavdevi Temple Village, Village-Sativali",Vasai(East),Janardan Mourya,2025-11-01,,2025-11-15,Order PO/VAS/26/00488,C006,2026-01-09,0,2025-11-10,,LF-VAS-006,LF-VAS-006,,RM,,0,False,RAJ-427,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01979,,,,RE/075/25-26,,,,,DOMESTIC,,,IN,RAJAN ELETRICALS,,Shop no. 8 Rama yadav chawl no. 3Ak road naupada,marol naka Near lalit hotel andheri East,Mumbai,,400069.0,IN,IN,400069.0,IN,IN,401208.0,,IN,G/L Account,,,False,2025-11-10,,,,,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2026-01-09,,,2025-11-10,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-11-10,,2025-11-10,8652144144.0,33.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27HJVPS3505R1ZZ,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000113,,,2025-11-10,9,On-Time,2025-11,2025Q4,94.74
Order,PO/VAS/26/00497,BEC-0802,BEC-0802,Bombay Electrical components,,"Gala No 12, Shivalaya industrial Estate No 2,Behind N. J. Industrial estate","Chinchpada, GokhiwVasai (East), dist -Palghar",Vasai (East),,,,PM CONA Industries Pvt Ltd,,"Unit No-6, Bldg No-2, Aman Paradise, S.No-40/1","Opp. Gavdevi Temple Village, Village-Sativali",Vasai(East),Janardan Mourya,2025-11-01,,2025-11-15,Order PO/VAS/26/00497,C006,2026-01-06,0,2025-11-07,,LF-VAS-006,LF-VAS-006,,RM,,0,False,BEC-0802,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01941,,,,1150/25-26,,,,,DOMESTIC,,,IN,Bombay Electrical components,,"Gala No 12, Shivalaya industrial Estate No 2,Behind N. J. Industrial estate","Chinchpada, GokhiwVasai (East), dist -Palghar",Vasai (East),,401208.0,,IN,401208.0,,IN,401208.0,,IN,G/L Account,,,False,2025-11-07,,,,,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2026-01-06,,,2025-11-07,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-11-07,,2025-11-07,8652144144.0,33.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27ACAPP1388A1ZV,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000113,,,2025-11-07,6,On-Time,2025-11,2025Q4,94.74
Order,PO/VAS/26/00499,RUP-1122,RUP-1122,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,,,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,2025-10-24,,2025-11-05,Order PO/VAS/26/00499,C006,2025-12-27,0,2025-10-28,,LF-VAS-006,LF-VAS-006,,RM,,0,False,RUP-1122,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01829,,,,GST/4841/25-26,,,C-000001,,DOMESTIC,,,IN,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,421302.0,,IN,421302.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-28,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-12-27,,,2025-10-28,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-29,,2025-10-29,9325343132.0,33.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAACR2571E1ZL,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-29,5,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00500,KRI-0358,KRI-0358,Krisel polymers,,"403 Vihan Building Opp Nutan Chemical,Compound Walbhat road, Goregoan east",,Goregaon (East),,,,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,2025-10-27,,2025-11-05,Order PO/VAS/26/00500,C002,2025-11-14,0,2025-11-07,,LF-VAS-006,LF-VAS-006,,RM,,0,False,KRI-0358,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01955,,,,324/25-26,,,C-000001,,DOMESTIC,,,IN,Krisel polymers,,"403 Vihan Building Opp Nutan Chemical,Compound Walbhat road, Goregoan east",,Goregaon (East),,400063.0,IN,IN,400063.0,IN,IN,401208.0,,IN,G/L Account,,,False,2025-11-07,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-11-14,,,2025-11-07,C002,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-11-07,,2025-11-08,9325343132.0,33.0,,1,,CT000006,CT000006,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AMBPK3498D1Z1,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-11-08,12,Late,2025-10,2025Q4,52.6
Order,PO/VAS/26/00502,ACN-0643,ACN-0643,ACN PLASTIC,,"Gala No 3, Mafatlal Compound, S.No. 43Village Waliv, Vasai East",,Vasai (East),,,,PM CONA Industries Pvt Ltd,,"Unit No-6, Bldg No-2, Aman Paradise, S.No-40/1","Opp. Gavdevi Temple Village, Village-Sativali",Vasai(East),Janardan Mourya,2025-10-28,,,Order PO/VAS/26/00502,C004,2025-11-26,0,2025-10-27,,LF-VAS-006,LF-VAS-006,,RM,,0,False,ACN-0643,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01826,,,,AP/0069/25-26,,,,,DOMESTIC,,,IN,ACN PLASTIC,,"Gala No 3, Mafatlal Compound, S.No. 43Village Waliv, Vasai East",,Vasai (East),,401208.0,,IN,401208.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-27,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-11-26,,,2025-10-27,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-28,,2025-10-28,8652144144.0,33.0,,1,,CT000422,CT000422,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AFWPC5486P1ZE,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-28,0,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00509,RUP-1122,RUP-1122,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,,,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,2025-10-29,,,Order PO/VAS/26/00509,C006,2026-01-02,0,2025-11-03,,LF-VAS-006,LF-VAS-006,,RM,,0,False,RUP-1122,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01898,,,,GST/5007/25-26,,,C-000001,,DOMESTIC,,,IN,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,421302.0,,IN,421302.0,,IN,401208.0,,IN,G/L Account,,,False,2025-11-03,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2026-01-02,,,2025-11-03,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-11-04,,2025-11-04,9325343132.0,33.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAACR2571E1ZL,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-11-04,6,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00510,TIS-1254,TIS-1254,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,,,PM CONA Industries Pvt Ltd,,"Unit No-6, Bldg No-2, Aman Paradise, S.No-40/1","Opp. Gavdevi Temple Village, Village-Sativali",Vasai(East),Janardan Mourya,2025-10-30,,,Order PO/VAS/26/00510,C004,2025-11-16,0,2025-10-17,,LF-VAS-006,LF-VAS-006,,RM,,0,False,TIS-1254,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01860,,,,25-26/561,,,,,DOMESTIC,,,IN,TISO INDUSTRIES,,"Gala no 5 rajprabha industrial enclave no 02,boidapada ,vasai East , Vasai palghar",,Vasai (East),,401208.0,,IN,401208.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-17,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-11-16,,,2025-10-17,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-17,,2025-10-31,8652144144.0,33.0,,1,,CT000003,CT000003,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAQFT1184J1ZN,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-31,1,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00511,MEH-0667,MEH-0667,MEHTA AND COMPANY,,"B-3 SUNCREST PARK ,S.NO.65,H NO.2 & 3BHABOLA CHULNA,SUYOG NAGARVASAI WEST,PALGHAR",,Palghar,,,,PM CONA Industries Pvt Ltd,,"Unit No-6, Bldg No-2, Aman Paradise, S.No-40/1","Opp. Gavdevi Temple Village, Village-Sativali",Vasai(East),Janardan Mourya,2025-10-30,,,Order PO/VAS/26/00511,C004,2025-11-02,0,2025-10-03,,LF-VAS-006,LF-VAS-006,,RM,,0,False,MEH-0667,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01865,,,,96/25-26,,,,,DOMESTIC,,,IN,MEHTA AND COMPANY,,"B-3 SUNCREST PARK ,S.NO.65,H NO.2 & 3BHABOLA CHULNA,SUYOG NAGARVASAI WEST,PALGHAR",,Palghar,,401202.0,IN,IN,401202.0,IN,IN,401208.0,,IN,G/L Account,,,False,2025-10-03,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-11-02,,,2025-10-03,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-03,,2025-10-31,8652144144.0,33.0,,1,,CT000010,CT000010,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27ACRPM4606P1ZV,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-31,1,On-Time,2025-10,2025Q4,52.6
Order,PO/VAS/26/00512,SMM-2169,SMM-2169,S M MODULAR LLP,,"BUILDING NO.-9, SHAH REALTORS, NEAR MORYA NAKA","VILLAGE WALIV, SATIVALI ROAD, VASAI (EAST)",Vasai (East),,,,PM CONA Industries Pvt Ltd,,"Unit No-6, Bldg No-2, Aman Paradise, S.No-40/1","Opp. Gavdevi Temple Village, Village-Sativali",Vasai(East),Janardan Mourya,2025-10-30,,,Order PO/VAS/26/00512,C004,2025-11-16,0,2025-10-17,,LF-VAS-006,LF-VAS-006,,RM,,0,False,SMM-2169,,,,,0,,,,,True,False,False,,,PPR/VAS/26/01864,,,,SM/25-26/00758,,,,,DOMESTIC,,,IN,S M MODULAR LLP,,"BUILDING NO.-9, SHAH REALTORS, NEAR MORYA NAKA","VILLAGE WALIV, SATIVALI ROAD, VASAI (EAST)",Vasai (East),,401208.0,,IN,401208.0,,IN,401208.0,,IN,G/L Account,,,False,2025-10-17,,,,POVAS,PPIVAS,PPRVAS,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-11-16,,,2025-10-17,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-10-17,,2025-10-31,8652144144.0,33.0,,1,,CT000115,CT000115,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27ABWFS3041C1Z3,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-10-31,1,On-Time,2025-10,2025Q4,52.6
